benchmarkName time maxStates maxTransitions
rc.1-1-hc-repair-po-2.dft 5 95 172
rc.1-1-sc-repair-po-2.dft 4 95 172
rc.1-10-hc-repair-po-2.dft 183 85 161
rc.1-10-sc-repair-po-2.dft 26 85 161
rc.1-15-hc-repair-po-2.dft 41 85 161
rc.1-15-sc-repair-po-2.dft 34 85 161
rc.1-2-hc-repair-po-2.dft 7 85 161
rc.1-2-sc-repair-po-2.dft 4 85 161
rc.1-20-hc-repair-po-2.dft 55 85 161
rc.1-20-sc-repair-po-2.dft 20 85 161
rc.1-25-hc-repair-po-2.dft 64 85 161
rc.1-25-sc-repair-po-2.dft 26 85 161
rc.1-3-hc-repair-po-2.dft 9 85 161
rc.1-3-sc-repair-po-2.dft 9 85 161
rc.1-30-hc-repair-po-2.dft 71 85 161
rc.1-30-sc-repair-po-2.dft 73 85 161
rc.1-4-hc-repair-po-2.dft 6 85 161
rc.1-4-sc-repair-po-2.dft 11 85 161
rc.1-5-hc-repair-po-2.dft 13 85 161
rc.1-5-sc-repair-po-2.dft 11 85 161
rc.10-1-hc-repair-po-2.dft 5 95 172
rc.10-1-sc-repair-po-2.dft 3 95 172
rc.10-10-hc-repair-po-2.dft 24 85 161
rc.10-10-sc-repair-po-2.dft 26 85 161
rc.15-1-hc-repair-po-2.dft 2 95 172
rc.15-1-sc-repair-po-2.dft 2 95 172
rc.15-15-hc-repair-po-2.dft 16 85 161
rc.15-15-sc-repair-po-2.dft 39 85 161
rc.2-1-hc-repair-po-2.dft 9 95 172
rc.2-1-sc-repair-po-2.dft 3 95 172
rc.2-2-hc-repair-po-2.dft 9 85 161
rc.2-2-sc-repair-po-2.dft 11 85 161
rc.2-3-hc-repair-po-2.dft 9 85 161
rc.2-3-sc-repair-po-2.dft 7 85 161
rc.2-4-hc-repair-po-2.dft 9 85 161
rc.2-4-sc-repair-po-2.dft 13 85 161
rc.20-1-hc-repair-po-2.dft 4 95 172
rc.20-1-sc-repair-po-2.dft 2 95 172
rc.20-20-hc-repair-po-2.dft 68 85 161
rc.20-20-sc-repair-po-2.dft 74 85 161
rc.25-1-hc-repair-po-2.dft 5 95 172
rc.25-1-sc-repair-po-2.dft 3 95 172
rc.25-25-hc-repair-po-2.dft 70 85 161
rc.25-25-sc-repair-po-2.dft 62 85 161
rc.3-1-hc-repair-po-2.dft 5 95 172
rc.3-1-sc-repair-po-2.dft 4 95 172
rc.3-2-hc-repair-po-2.dft 7 85 161
rc.3-2-sc-repair-po-2.dft 6 85 161
rc.3-3-hc-repair-po-2.dft 10 85 161
rc.3-3-sc-repair-po-2.dft 7 85 161
rc.3-4-hc-repair-po-2.dft 12 85 161
rc.3-4-sc-repair-po-2.dft 10 85 161
rc.30-1-hc-repair-po-2.dft 5 95 172
rc.30-1-sc-repair-po-2.dft 2 95 172
rc.30-30-hc-repair-po-2.dft 42 85 161
rc.30-30-sc-repair-po-2.dft 64 85 161
rc.4-1-hc-repair-po-2.dft 3 95 172
rc.4-1-sc-repair-po-2.dft 3 95 172
rc.4-2-hc-repair-po-2.dft 8 85 161
rc.4-2-sc-repair-po-2.dft 5 85 161
rc.4-3-hc-repair-po-2.dft 8 85 161
rc.4-3-sc-repair-po-2.dft 7 85 161
rc.4-4-hc-repair-po-2.dft 13 85 161
rc.4-4-sc-repair-po-2.dft 10 85 161
rc.5-1-hc-repair-po-2.dft 5 95 172
rc.5-1-sc-repair-po-2.dft 3 95 172
rc.5-5-hc-repair-po-2.dft 12 85 161
rc.5-5-sc-repair-po-2.dft 5 85 161
