benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
hecs_1_1.dft 781 125 903 0 0 39 86
hecs_2_1.dft nan nan nan nan nan nan nan
hecs_2_2.dft nan nan nan nan nan nan nan
hecs_3_1.dft nan nan nan nan nan nan nan
hecs_3_3.dft nan nan nan nan nan nan nan
hecs_4_1.dft nan nan nan nan nan nan nan
hecs_4_2.dft nan nan nan nan nan nan nan
hecs_4_3.dft nan nan nan nan nan nan nan
hecs_4_4.dft nan nan nan nan nan nan nan
hecs_5_1.dft nan nan nan nan nan nan nan
hecs_5_5.dft nan nan nan nan nan nan nan
hecs_6_1.dft nan nan nan nan nan nan nan
hecs_6_6.dft nan nan nan nan nan nan nan
hecs_7_1.dft nan nan nan nan nan nan nan
hecs_7_7.dft nan nan nan nan nan nan nan
hecs_8_1.dft nan nan nan nan nan nan nan
hecs_8_8.dft nan nan nan nan nan nan nan
