benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
rc.1-1-hc-po-3.dft 6 11 23 0 2 0 9
rc.1-1-sc-po-3.dft 1 3 3 0 1 0 2
rc.1-10-hc-po-3.dft 74 188 420 0 11 0 177
rc.1-10-sc-po-3.dft 70 180 400 0 10 0 170
rc.1-15-hc-po-3.dft 111 278 620 0 16 0 262
rc.1-15-sc-po-3.dft 104 270 600 0 15 0 255
rc.1-2-hc-po-3.dft 18 44 100 0 3 0 41
rc.1-2-sc-po-3.dft 14 36 80 0 2 0 34
rc.1-20-hc-po-3.dft 145 368 820 0 21 0 347
rc.1-20-sc-po-3.dft 143 360 800 0 20 0 340
rc.1-25-hc-po-3.dft 179 458 1020 0 26 0 432
rc.1-25-sc-po-3.dft 174 450 1000 0 25 0 425
rc.1-3-hc-po-3.dft 26 62 140 0 4 0 58
rc.1-3-sc-po-3.dft 23 54 120 0 3 0 51
rc.1-30-hc-po-3.dft 230 548 1220 0 31 0 517
rc.1-30-sc-po-3.dft 208 540 1200 0 30 0 510
rc.1-4-hc-po-3.dft 32 80 180 0 5 0 75
rc.1-4-sc-po-3.dft 27 72 160 0 4 0 68
rc.1-5-hc-po-3.dft 40 98 220 0 6 0 92
rc.1-5-sc-po-3.dft 36 90 200 0 5 0 85
rc.10-1-hc-po-3.dft 6 11 23 0 2 0 9
rc.10-1-sc-po-3.dft 1 3 3 0 1 0 2
rc.10-10-hc-po-3.dft 75 188 420 0 11 0 177
rc.10-10-sc-po-3.dft 70 180 400 0 10 0 170
rc.15-1-hc-po-3.dft 6 11 23 0 2 0 9
rc.15-1-sc-po-3.dft 1 3 3 0 1 0 2
rc.15-15-hc-po-3.dft 109 278 620 0 16 0 262
rc.15-15-sc-po-3.dft 105 270 600 0 15 0 255
rc.2-1-hc-po-3.dft 6 11 23 0 2 0 9
rc.2-1-sc-po-3.dft 1 3 3 0 1 0 2
rc.2-2-hc-po-3.dft 20 44 100 0 3 0 41
rc.2-2-sc-po-3.dft 14 36 80 0 2 0 34
rc.2-3-hc-po-3.dft 26 62 140 0 4 0 58
rc.2-3-sc-po-3.dft 21 54 120 0 3 0 51
rc.2-4-hc-po-3.dft 33 80 180 0 5 0 75
rc.2-4-sc-po-3.dft 25 72 160 0 4 0 68
rc.20-1-hc-po-3.dft 6 11 23 0 2 0 9
rc.20-1-sc-po-3.dft 1 3 3 0 1 0 2
rc.20-20-hc-po-3.dft 145 368 820 0 21 0 347
rc.20-20-sc-po-3.dft 137 360 800 0 20 0 340
rc.25-1-hc-po-3.dft 13 11 23 0 2 0 9
rc.25-1-sc-po-3.dft 1 3 3 0 1 0 2
rc.25-25-hc-po-3.dft 173 458 1020 0 26 0 432
rc.25-25-sc-po-3.dft 174 450 1000 0 25 0 425
rc.3-1-hc-po-3.dft 5 11 23 0 2 0 9
rc.3-1-sc-po-3.dft 2 3 3 0 1 0 2
rc.3-2-hc-po-3.dft 19 44 100 0 3 0 41
rc.3-2-sc-po-3.dft 14 36 80 0 2 0 34
rc.3-3-hc-po-3.dft 24 62 140 0 4 0 58
rc.3-3-sc-po-3.dft 20 54 120 0 3 0 51
rc.3-4-hc-po-3.dft 32 80 180 0 5 0 75
rc.3-4-sc-po-3.dft 28 72 160 0 4 0 68
rc.30-1-hc-po-3.dft 6 11 23 0 2 0 9
rc.30-1-sc-po-3.dft 1 3 3 0 1 0 2
rc.30-30-hc-po-3.dft 210 548 1220 0 31 0 517
rc.30-30-sc-po-3.dft 208 540 1200 0 30 0 510
rc.4-1-hc-po-3.dft 5 11 23 0 2 0 9
rc.4-1-sc-po-3.dft 1 3 3 0 1 0 2
rc.4-2-hc-po-3.dft 18 44 100 0 3 0 41
rc.4-2-sc-po-3.dft 14 36 80 0 2 0 34
rc.4-3-hc-po-3.dft 26 62 140 0 4 0 58
rc.4-3-sc-po-3.dft 21 54 120 0 3 0 51
rc.4-4-hc-po-3.dft 33 80 180 0 5 0 75
rc.4-4-sc-po-3.dft 27 72 160 0 4 0 68
rc.5-1-hc-po-3.dft 6 11 23 0 2 0 9
rc.5-1-sc-po-3.dft 1 3 3 0 1 0 2
rc.5-5-hc-po-3.dft 50 98 220 0 6 0 92
rc.5-5-sc-po-3.dft 32 90 200 0 5 0 85
