benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
hecs_1_1-po-4.dft 3 3 1 0 1 1 1
hecs_2_1-po-4.dft 5 6 2 0 2 2 2
hecs_2_2-po-4.dft 4 6 2 0 2 2 2
hecs_3_1-po-4.dft 8 9 3 0 3 3 3
hecs_3_3-po-4.dft 7 9 3 0 3 3 3
hecs_4_1-po-4.dft 12 12 4 0 4 4 4
hecs_4_2-po-4.dft 9 12 4 0 4 4 4
hecs_4_3-po-4.dft 10 12 4 0 4 4 4
hecs_4_4-po-4.dft 10 12 4 0 4 4 4
hecs_5_1-po-4.dft 14 15 5 0 5 5 5
hecs_5_5-po-4.dft 13 15 5 0 5 5 5
hecs_6_1-po-4.dft 16 18 6 0 6 6 6
hecs_6_6-po-4.dft 15 18 6 0 6 6 6
hecs_7_1-po-4.dft 18 21 7 0 7 7 7
hecs_7_7-po-4.dft 18 21 7 0 7 7 7
hecs_8_1-po-4.dft 21 24 8 0 8 8 8
hecs_8_8-po-4.dft 21 24 8 0 8 8 8
